,isbn,cover
0,9789869356381,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSTW7_5HihW7vWdvvXqj19aG3Sm5--4_iAsJA&s
1,9789866899539,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR11u6m-mlx1zPocSqext9HXnx2u744mYqWEA&s
2,9789867494993,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTbhfzJ9qjsqEKkkpr_KLHpx3VhhcAnbf1_mg&s
3,9789866815959,https://cdnec.sanmin.com.tw/product_images/986/986681595.jpg
4,9789866815102,https://cdnec.sanmin.com.tw/product_images/986/986681510.jpg
5,9789867450593,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQvf2fk-NVeanhqWHVpZ0MDR8tkrYy4lhkxcQ&s
6,9789869041812,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT-cJYC9fRYo8C26KVdmHPO-Kiv6vseVu23eg&s
7,9789866651045,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQi7IK954ongrH4Bv_fYmbYUxNaOlbzJi0hQA&s
8,9789868039315,https://im1.book.com.tw/image/getImage?i=https://www.books.com.tw/img/001/066/70/0010667084.jpg&v=54f59b40k&w=375&h=375
9,9789868039322,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR-EE_EzLxmpBfRclQHk_NdHcXPfJ_o-diZPA&s
10,9789868039353,https://im1.book.com.tw/image/getImage?i=https://www.books.com.tw/img/001/066/70/0010667084.jpg&v=54f59b40k&w=375&h=375
11,9789868058149,https://s.eslite.com/upload/product/o/2682254215003/20220916013225847610.jpg
12,9789572810804,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR9LVB4FLYh2hp-jJ6ZIlyyZgY5LWN4JN9dSA&s
13,9789578635920,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSWsPyBKADd4ze1zOqzsjJtQo04rYb9KjPfXg&s
14,9789575696139,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ0HyoanglbYqvgqN7Caesq8K0UIKrEZdYXlQ&s
15,9789575696078,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQcYGOiExmcHcIa5oWKODJTd62vhqcSu7DPgg&s
16,9789575695811,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRfiMTOhJjigSArMn3EEdciZtgkAokRys77Kw&s
17,9789575695682,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSYK1M0ZWM5uggw2Cio9yVL3Z53x-CTP4He7w&s
18,9789575695552,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSQNNC_XVpKmERl8EeiM5glWNqttvEUrYAI4Q&s
19,9789575695385,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSWsPyBKADd4ze1zOqzsjJtQo04rYb9KjPfXg&s
20,9789575695248,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSz5biTS2l1ZTCxPVu5uIP9072PgRZRYMZ3yw&s
21,9789575695057,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTsiFZfRA-O4T6E8g1qz3yuTkZR5xUGLEdA3g&s
22,9789575694555,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT_PsuiXGc4TDLDhHUbNMblPWNeF77w_uK6Nw&s
23,9789575694418,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTsiFZfRA-O4T6E8g1qz3yuTkZR5xUGLEdA3g&s
24,9789575694302,https://im1.book.com.tw/image/getImage?i=https://www.books.com.tw/img/001/091/01/0010910106.jpg&v=61a0b756k&w=375&h=375
25,9789575694111,https://im1.book.com.tw/image/getImage?i=https://www.books.com.tw/img/001/014/09/0010140964.jpg&v=4608e436k&w=375&h=375
26,9789575694067,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTsiFZfRA-O4T6E8g1qz3yuTkZR5xUGLEdA3g&s
