,isbn,cover
29,9780785156598,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTzaxmWhhvbgOpAY_HjL5xTm4FPkBL5JIWN7g&s
30,9781595822642,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS5wPkWs8oAqUtmcLA--RoZ8bOyfXKpgdYI7Q&s
31,9789862620694,https://s.eslite.com/Upload/Product/201202/o/634645459219988750.jpg
32,9789861206066,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSzvrx_YIr8xrrk82seep0Eufyva0Z3kTys1g&s
33,9787542729040,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTVx8mh9-eG30RtHTVvcVaoJaawDpxkB85UzQ&s
34,9787544140447,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQT3BtFJH6Yvq9SViKTBN5HUP5EsHJ6WIsfsQ&s
35,9789578557598,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQr59uEuwSUUqTE6dJSD7tpkOGj0o4K8jLR_Q&s
36,9789574443482,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQjG-flA7X6y_nXTCwqCQi2tIVsvd1lk4UsGA&s
37,9789570800579,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSQrxhEyTJXKhxj86panZbvsWcy2Thq6D5Hkw&s
38,9789573311447,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQyxDg4OnmzsYRHt93k4Ri9Uk4LcFa9VP9sBg&s
39,9789579318594,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQGnKeeJWmfrmKP4pwpNNe1F1JykoDaD3gY7A&s
40,9789575607098,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSTK3ItizmjmD_JkYlYVk0qZJV65wVd2zKyfw&s
41,9789577514561,https://cdnec.sanmin.com.tw/product_images/957/957751456.jpg
42,9789579525213,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTIvbomsQFGnSnSQf6S1D-HeQd84ALBdGN76g&s
43,9789579525435,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT0LkQ6iLeYmYi3RIjuJ_YXxoe6V7C7Vr9noA&s
44,9789579016032,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTvsTvEjtSkcAYHIyPo2hzdbizA3zAFhCeIfg&s
45,9789579016001,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQQc94yK3lU4f4_S9kL_oHwqQU0q2L76TeAyA&s
46,9789579016094,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTQRhDOhB12B454ZU5--a7tXhP4YFbK-LCJZQ&s
47,9789576741951,https://cdnec.sanmin.com.tw/product_images/957/957674195.jpg
48,9789578032620,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR-EE_EzLxmpBfRclQHk_NdHcXPfJ_o-diZPA&s
49,9789578031586,https://s.eslite.com/upload/product/o/2611169064000/ec80167.jpg
