,isbn,cover
0,9789570349689,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQscBPfazmL1TsyRPEqHBjJGIT_k4idle2hNA&s
1,9789570349856,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQNuLxOdvE5WzP9IfJOjjQpjDtpFIcZMv8N8Q&s
2,9789868112698,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRG7-4986-988wwc7lj2yUxVkMq0RbXKYC8Mw&s
3,9789866562198,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQAuyjouK_K6vzVtYQ49zCUsi4smN8EU5iRog&s
4,9789867600318,https://www.locuspublishing.com/webroot/file/books/1000/A010FM019-1000.png
5,9789577453495,https://im2.book.com.tw/image/getImage?i=https://www.books.com.tw/img/001/099/46/0010994692_bc_01.jpg&v=668bce71k&w=375&h=375
6,9789577453495,https://im2.book.com.tw/image/getImage?i=https://www.books.com.tw/img/001/099/46/0010994692_bc_01.jpg&v=668bce71k&w=375&h=375
7,9789862290873,https://s.eslite.com/Upload/Product/200906/o/633802254962602316.JPG
8,9789570494044,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSF8NP90vkbmbsecB_V7gkaHSkkVHiL3-y3BA&s
9,9789579184113,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcNXQVeBf2qBc3Dsok1IhX5V5bMtz-l4dtUQ&s
10,9789572813690,https://gcs.rimg.com.tw/g1/8/f5/f5/21824206425589_633_m.JPG
11,9789862130209,error
12,9789862130667,https://im2.book.com.tw/image/getImage?i=https://www.books.com.tw/img/001/099/22/0010992287.jpg&v=666d1984k&w=375&h=375
13,9789571351483,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQRFM9yyfmXaGuchjiEK7guW6nZh_SWTS2iEw&s
14,9789571345826,https://www.iread.com.tw/ProductFile/T0000200/B000054256/B000054256-B.jpg
15,9789571343174,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTvCn1_ybEJN7dVE1qplpOGOs4o6F8pp0KI5g&s
16,9789571344584,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS3sW67zzmPGrRt11D6Itn9Hw-4MYqgLtKDZw&s
17,9789867399038,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTrvzpANEaWdaMWXSVLOM7SCvijLx9MnZ3cMA&s
18,9789867399489,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRAxLJprynU_UHZaJaAzlc5CDE9_F8iyJKHtg&s
19,9789573314745,https://s.eslite.com/upload/product/o/2611146314005/ec81221.jpg
20,9789861243979,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRNlEdec8zZMVk_U_XKv-9rfNkwOp7CeuIhQw&s
21,9789573323273,error
22,9789578701083,https://im1.book.com.tw/image/getImage?i=https://www.books.com.tw/img/E05/016/60/E050166020.jpg&v=6487dc20k&w=375&h=375
23,9789578701557,https://www.spbook.com.tw/img.php?s=http://images.spbook.com.tw/upload/spbookcomtw/www_spbook_ftp_albums/159/80b05432f4f1ed668fb5b0ffeb0ec8f9.jpg
24,9789862098745,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ38fSl_AiE-bjzedHmVSresPo2Wd0O6III5A&s
25,9789866525339,https://cdnec.sanmin.com.tw/product_images/986/986652533.jpg
26,9789573261162,https://down-tw.img.susercontent.com/file/a718154ab362b79234e0d55f1bf0bad3
27,9789573255307,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR8vpOlBW-kJQONOYnrJ8rvcMHzKnM-Jz0q-g&s
28,4717702053796,https://www.spbook.com.tw/img.php?s=http://images.spbook.com.tw/upload/spbookcomtw/www_spbook_ftp_albums/159/80b05432f4f1ed668fb5b0ffeb0ec8f9.jpg
29,9789575457327,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT3faSFj1dsyao8dNpiDdX9FsCxqWzCDyxQzQ&s
30,9789575457327,https://s.eslite.com/upload/product/o/2611317674006/ec1683758.jpg
31,9789574503414,error
32,9789574504879,https://img.findprice.com.tw/book/9789574504879.jpg
33,9789573249443,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ_x6NJ347hmpmDL_jCi2nRXtEtfy2ksUKR7A&s
34,9789866665578,https://s.eslite.com/Upload/Product/201006/o/634133216294711250.jpg
35,9789575453435,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT_OmS2bCgNAj1v_JcnkyfLsX-9OzF3UsBFVw&s
36,9789862876527,https://cdnec.sanmin.com.tw/product_images/986/986287652.jpg
37,9789861740485,https://shoplineimg.com/655b0f3c9b81d900188b35f1/664013ccb8f8480022903191/800x.jpg?
38,9789867299536,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSaHamhMbsOTM_Gjr9SCaGsO0b_pjJUJu4P0Q&s
39,9789867189189,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSSd_I6wgCPmMNSGgb1rfFdCE0pPPiRPKJNrg&s
40,9789867189806,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRIcdZpPQOHr5Nye-6lM7atXOyh6moHuqtPGg&s
41,9789861744469,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRXR8_XgnVOfkPfbyOJBK5PZPe8cN5g2Uaa8Q&s
42,9789861742649,https://s.eslite.com/upload/product/o/2680230105003/20201027133005129312.jpg
43,9789867299208,https://im1.book.com.tw/image/getImage?i=https://www.books.com.tw/img/001/097/98/0010979814.jpg&v=65a12301k&w=375&h=375
44,9789867427885,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTqOizh0i8M7jeijogVK2KxI1I8opXVN_5jLw&s
45,9789866562709,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSWgv9ExiDR7wtfyj1FczXlgTWJKZeywtrjIA&s
46,9789862376027,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQXl3B4h0bBqw3GhA-NQe1gNxxy0JvSgqQC2Q&s
47,9789867475909,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSOptHma8hM_ak6j6M8tNBOTWDMqcvQiwPUUA&s
48,9789862376027,error
