,isbn,cover
0,9789573322870,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRsChq0gz8osZGWNDzIVx9RBlujbItEZ17svQ&s
1,9789573323198,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQJoOR0gO6xBrUixGwIQ0sfZU80CX1ABl8ALQ&s
2,9789573323488,https://www.crown.com.tw/images/large/005018.jpg
3,9789573323709,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTWl7zrSEcsxPBna3KmkbBLp9kRmpyC_RqMHQ&s
4,9789867399199,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRYyp-V5g5nXn7Xv1vjQGbfpEZjiRFEhWMD-A&s
5,9789861244488,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSxcE71D1drUq1XB6z9LJCRJknNpjN7Q9531Q&s
6,9789570494020,https://im1.book.com.tw/image/getImage?i=https://www.books.com.tw/img/001/091/01/0010910106.jpg&v=61a0b756k&w=375&h=375
7,9789861333410,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRQkdnpL7OQ3U_N134ZqZ1FSQCvcTkqBaQOtQ&s
8,9789573322290,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQBFLmMVP3nOTAau3owm-8uVkoWTjGAFJr97g&s
9,9789576217470,https://im2.book.com.tw/image/getImage?i=https://www.books.com.tw/img/001/098/77/0010987735.jpg&v=6622481ek&w=375&h=375
10,9789863429647,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRXi_4gntesYqNLc7OWO4oTnCw4SRFDFYI-4w&s
11,9789867261014,https://s.eslite.com/b2b/newItem/2023/06/26/202306261203561000007181732.jpg
12,9789866899881,https://im2.book.com.tw/image/getImage?i=https://www.books.com.tw/img/001/038/53/0010385377.jpg&v=47330192k&w=250&h=250
13,9789575450205,https://cdnec.sanmin.com.tw/product_images/957/957545020.jpg
14,9789574806638,https://s.eslite.com/upload/product/o/2682015925004/20210515064532905608.jpg
15,9789862131893,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTG09TawaQKWGN0-OE4-QAcvpPXN34e2vPiQQ&s
16,9789866535093,https://im1.book.com.tw/image/getImage?i=https://www.books.com.tw/img/001/078/39/0010783958.jpg&v=5abf6372k&w=375&h=375
17,9789866503016,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQCHyb77IsIbZ2Os5TW6fhFw-nFPwnbLO8GZA&s
18,9789571344157,https://cdnec.sanmin.com.tw/product_images/957/957134415.jpg
19,9789869452427,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTswMsW4PW33VQ9D_H4EbDgUTCY0z0Rx22wRQ&s
20,9789861737584,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS3LnB0TO3xgBTSA636Y_QIK78aMxTTCPiYEA&s
21,9789867124111,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR1F3Pdmny6_0MTMX8jcfZNmbjpqbjsmcMEsA&s
22,9789869931076,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRLOsi6ACQRxYJm27Tm4Xzcsvn1_h2_40YNJg&s
23,9789572845752,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTq9CHsiS9Hi7A5UI9niBBW1RtCluA9nSf9Ig&s
24,9789572870549,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRsggbKTrY1oV61o4pIaHiMgVfdIFoeGxbDxw&s
25,9789867576118,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSTdxRiZ-2dOp2-gWubRxF2cPP7JvTCqfHGhA&s
26,9789867576477,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcScZyRV__IkDOSWp3Kk5M9gRLmRrwXDHsGsrg&s
27,9789867576590,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTKKgAiQxQY02eG6FNuCowea-KtfFXwSSyK6g&s
28,9789867576606,https://im2.book.com.tw/image/getImage?i=https://www.books.com.tw/img/001/098/28/0010982847.jpg&v=65d098e1k&w=375&h=375
29,9789867386076,https://im2.book.com.tw/image/getImage?i=https://www.books.com.tw/img/001/088/35/0010883593.jpg&v=6020bb79k&w=375&h=375
30,9789573245728,https://down-tw.img.susercontent.com/file/tw-11134207-7r98u-ltazb9tirsuqe7
31,9789570515503,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ4iYR0bYI02wU7RxRiGwwJTpOWPbivDiEW3A&s
32,9789570518023,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSfKn9A-cHOwh_KN1n-6LgkfQpkpdD8kiZReQ&s
33,9789867896247,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSEfUxQ9_klMZn9th7TJRt0d2-_1q72BH5frg&s
34,9789867592095,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTXSMBQA41ud2IoxH--Qhuiabn6b-QIJrEBAg&s
35,9789576770647,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTd2DEc8gB4yTBKdUKVGSosKs5Hn69J26btGA&s
36,9789571349138,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ63c7WmAE59-DiyGpFMyjKUdReiMjRcKWQdg&s
37,9789571349480,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTBAqwRTKLNPCfO7oyTap4pLG9Ezsp3zc6mGA&s
38,9789577336033,https://s.eslite.com/upload/product/o/2611276536001/ec67093.jpg
39,9789575609849,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR3Dwbjlh9KRVC4QfnY8jHpz4H9lBoU7CzG5w&s
40,9789867759160,https://www.chiuko.com.tw/wp-content/uploads/9789867759160_front.jpg
41,9789575608767,https://www.chiuko.com.tw/wp-content/uploads/9789575608767_front.jpg
42,9789573258605,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQrlLUEP9e9ZSsUmJW67Css3Of-ohcVleKz4g&s
43,9789573327790,https://s.eslite.com/Upload/Product/201102/o/634336267958815536.JPG
44,9789573327844,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRCa3VIuRTP8GqaP35PzE1dsXy4hBhbrInXnQ&s
45,9789573327851,https://im1.book.com.tw/image/getImage?i=https://www.books.com.tw/img/001/097/42/0010974238.jpg&v=65574ebdk&w=375&h=375
46,9789864451951,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTpVtXv2olUWwaSz_HoQAewzEPQ5iDisMz9WQ&s
47,9789867399175,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQb3320JBcLF0HFVGQqz8AN_Dh0lhlEDb39jg&s
48,9789866841224,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRgE0p_WHRPnwN7o9nA6VFEfiz9VFfUfGcdhA&s
49,9789579184533,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ1ALueomsg4EYHnNzHuqddXCh7Sd3CK5JZ1Q&s
