,isbn,cover
0,9789866745034,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR6RGMzhr7TY1JAFXfNW8piYIj8OIbPjMEqLw&s
1,9789579542999,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQWoCzSlggqadqhScxdFg0C5Zy8Jc5U6Brnew&s
2,9789865562144,https://www.wunanbooks.com.tw/NewPhoto/978/986/556/214/4/B_9789865562144.jpg
3,9789865562137,https://cdnec.sanmin.com.tw/product_images/986/986556213.jpg
4,9789865562205,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTCL8MdmExjcHds0Ku_ZxItpXCRNFsNd2Unpw&s
5,9789863840053,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ15sRxQUFbz9L17lCZPejnsPqm2hKpNByGNQ&s
6,9789863840121,https://www.bookrep.com.tw/sites/default/files/products/img/141966155817641_middle.jpg
7,9789863840367,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSXVsmW2AbCpFaE_tqKdUaP40O68MUr-xTVdQ&s
8,9789863618447,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcREBOdZfikzQ8VfJwlKQQMm543w0KfOsbxQow&s
9,9789863619079,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSsCS-Yq66zFnV7uD3cKaVM5pEqcOkhixs3SA&s
10,9789865064709,https://cdnec.sanmin.com.tw/product_images/986/986506470.jpg
11,9789866807060,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRc_pAkwjxDBO57h3WXbNLDEaFlhBfDDtyjCA&s
12,9789866807077,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT0JZMYwZHGZiujZURJpFIYbu2T7giryyn4kA&s
13,9789865880965,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRPz3TlPLY5pLShU_im0av_JhVmb8hkOgevhg&s
14,9789865880972,https://s.eslite.com/Upload/Product/201506/o/635702131289586250.jpg
15,9789868010901,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT2sqvPaFfJIhUDiCfwT3oHx7jeWvPzlhP9FQ&s
16,9789868010918,https://im2.book.com.tw/image/getImage?i=https://www.books.com.tw/img/001/018/61/0010186173.jpg&v=3c7d4211k&w=375&h=375
17,9789868010925,https://im2.book.com.tw/image/getImage?i=https://www.books.com.tw/img/001/093/16/0010931619.jpg&v=62d92ac8k&w=375&h=375
18,9789572801208,https://down-tw.img.susercontent.com/file/tw-11134207-7r98r-lukofxiozx6zb6
19,9789572801215,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSf2GA3IN5aZ19MaQC_Pl_n77pdNX7X85-Q9A&s
20,9789572801222,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSdiwCpDdviSlvyinE4bc_7rPMzw1sju3PInw&s
21,9789574694327,https://s.eslite.com/upload/product/o/2611259506007/ec71758.jpg
22,9789574695232,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRnngrhd9ME5kDmBq0VDXqUZy1fgS3QK_i0rw&s
23,9789861209166,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT8SwyhPuEpad_u3UiIJFEtKRLGEcrAD6RGZw&s
24,9789866651298,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSV9vbOP0GYUAa4z-9mxII-IYTqhamR1M0HQQ&s
25,9789867001665,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRnTHqborQtQjF7M3qM7RBMVrETnSXVQjNumQ&s
26,9789570916829,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQice4MophfpYbq0XSUBMUfafOpbzpUHDVHPA&s
27,9789866702112,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRcDxu06tHSQW68tGMzJu8GwctG4vnvV8zm7g&s
